序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,688289,圣湘生物,19.18,5.33,0.97,158141.0,294865639.0,8.68,19.33,17.75,18.2,18.21,2.71,2.69,28.24,1.55,11286659022.0,11286659022.0,0.52,0.63,16.45,-10.83
139,603882,金域医学,67.66,5.32,3.42,51400.0,339359531.0,7.13,68.18,63.6,63.95,64.24,1.79,1.1,41.3,3.73,31717064467.0,31505715060.0,0.13,0.09,16.17,-11.46
140,300418,昆仑万维,40.65,5.26,2.03,1322080.0,5305465300.34,11.19,42.47,38.15,38.58,38.62,1.05,11.95,112.81,3.45,49390042843.0,44974101474.0,0.02,-0.12,20.27,182.1
141,688176,亚虹医药-U,11.88,5.23,0.59,220717.0,260778547.0,8.77,12.18,11.19,11.23,11.29,2.16,5.99,-18.95,2.69,6771600000.0,4373984316.0,0.17,0.08,14.56,5.6
142,600845,宝信软件,46.93,5.22,2.33,127512.0,592017664.0,4.64,47.12,45.05,45.84,44.6,1.96,0.73,45.2,10.69,112753573901.0,81428598823.0,-0.36,-0.26,2.42,27.98
143,300781,因赛集团,38.9,5.19,1.92,289522.0,1133644515.06,13.12,40.79,35.94,36.97,36.98,1.19,35.7,97.76,6.3,4277824909.0,3154952797.0,-0.26,-0.31,70.76,124.47
144,603019,中科曙光,41.21,5.18,2.03,923880.0,3767155547.0,6.69,41.64,39.02,39.08,39.18,2.09,6.35,60.29,3.45,60314089519.0,59941164157.0,-0.02,0.02,4.73,88.69
145,688169,石头科技,285.98,5.16,14.04,18630.0,520271686.0,5.46,285.98,271.12,271.12,271.94,1.41,1.42,20.73,3.52,37599926871.0,37599926871.0,1.56,1.52,-5.3,63.29
146,688004,博汇科技,34.1,5.12,1.66,53567.0,183809749.0,9.12,35.83,32.87,34.4,32.44,3.67,9.43,-44.44,2.83,1936880000.0,1936880000.0,-0.12,-0.15,11.0,64.58
147,000564,ST大集,1.44,5.11,0.07,1416118.0,198278960.86,5.84,1.44,1.36,1.38,1.37,1.42,0.93,-54.65,2.16,27595839362.0,21861174820.0,0.0,0.0,17.07,-9.43
148,600229,城市传媒,9.27,5.1,0.45,464711.0,424992687.0,8.84,9.51,8.73,8.82,8.82,2.76,6.92,18.25,1.99,6222098160.0,6222098160.0,0.11,0.11,24.76,34.93
149,603918,金桥信息,23.52,5.05,1.13,645611.0,1492602485.0,10.9,24.6,22.16,22.3,22.39,1.71,17.63,402.59,7.76,8628176196.0,8613697284.0,0.0,-0.04,-11.11,220.44
150,002021,*ST中捷,2.5,5.04,0.12,25411.0,6352795.0,0.0,2.5,2.5,2.5,2.38,0.19,0.37,-123.24,-5.6,1719537600.0,1719481350.0,0.0,0.0,17.92,27.55
151,871642,通易航天,8.77,5.03,0.42,36434.0,31387557.62,8.38,8.9,8.2,8.2,8.35,1.57,6.65,78.59,3.86,909188338.0,480728936.0,0.57,1.04,15.24,18.35
152,688099,晶晨股份,61.91,4.99,2.94,56455.0,341136059.0,5.53,61.91,58.65,59.0,58.97,2.06,1.36,61.62,4.91,25778950559.0,25778950559.0,0.6,0.44,-11.43,-11.57
153,000938,紫光股份,20.94,4.96,0.99,938647.0,1958884046.67,7.12,21.32,19.9,19.9,19.95,1.98,3.28,29.15,1.79,59890072562.0,59890072562.0,-0.05,0.0,-16.94,7.33
154,832566,梓橦宫,9.11,4.95,0.43,91513.0,82725917.01,9.22,9.34,8.54,8.68,8.68,1.19,8.14,15.36,1.88,1335171439.0,1024235123.0,0.33,0.22,49.59,41.02
155,300677,英科医疗,23.36,4.94,1.1,518574.0,1207592484.06,8.72,24.25,22.31,22.5,22.26,4.0,10.86,34.74,0.96,15324167709.0,11154983650.0,1.17,1.08,8.3,11.61
156,300192,科德教育,11.31,4.92,0.53,535819.0,602937199.5,10.67,11.88,10.73,11.02,10.78,1.5,24.12,28.04,4.44,3722611051.0,2512429651.0,-0.09,0.09,8.85,57.96
157,301236,软通动力,40.81,4.91,1.91,726085.0,2925329342.63,6.3,41.38,38.93,39.06,38.9,1.26,10.67,82.79,3.76,38889529433.0,27763671025.0,0.0,0.07,50.59,74.03
158,300476,胜宏科技,19.88,4.91,0.93,364994.0,721227680.71,6.65,20.26,19.0,19.1,18.95,2.42,4.26,21.96,2.31,17150250183.0,17023019614.0,0.0,-0.05,-7.32,55.92
159,601360,三六零,9.47,4.87,0.44,2865150.0,2706913676.0,9.97,9.93,9.03,9.03,9.03,3.1,4.01,-137.66,2.15,67666589476.0,67666589476.0,0.11,0.21,-12.8,44.8
160,688362,甬矽电子,29.0,4.84,1.34,139841.0,404252391.0,6.65,29.64,27.8,27.84,27.66,2.11,5.08,-73.94,4.9,11822140000.0,7987325000.0,-0.31,-0.31,-15.06,33.7
161,688595,芯海科技,40.19,4.8,1.84,38368.0,151158045.0,6.47,40.5,38.02,38.1,38.35,1.48,2.69,-48.73,6.35,5724084542.0,5724084542.0,0.27,0.1,32.86,-0.1
162,603016,新宏泰,21.32,4.77,0.97,48538.0,101413116.0,9.93,21.93,19.91,20.38,20.35,2.41,3.28,46.34,3.88,3158771200.0,3158771200.0,-0.14,0.05,4.77,14.32
163,836263,中航泰达,7.1,4.72,0.32,101726.0,79319661.91,20.65,8.5,7.1,8.0,6.78,3.38,10.0,12.53,1.94,993716000.0,722357642.0,-1.53,-0.98,47.0,46.09
164,301308,江波龙,94.29,4.71,4.24,53767.0,502135160.19,5.7,95.3,90.17,90.82,90.05,1.53,4.76,-33.07,6.58,38928970510.0,10641970510.0,-0.91,-0.91,7.15,59.87
165,603052,可川科技,35.1,4.68,1.57,24005.0,83752151.0,7.37,35.8,33.33,33.44,33.53,2.19,8.2,33.56,3.0,3380832000.0,1027026000.0,0.03,0.0,19.47,5.98
166,834058,华洋赛车,19.52,4.66,0.87,23772.0,45076101.42,9.81,19.86,18.03,18.68,18.65,1.11,21.14,23.64,3.2,1093120000.0,219451492.0,0.21,0.72,52.98,-31.65
167,605016,百龙创园,29.18,4.66,1.3,26739.0,76722025.0,5.49,29.23,27.7,27.88,27.88,2.63,2.14,38.48,4.98,7252047040.0,3644897144.0,0.0,0.1,26.16,89.97
168,300760,迈瑞医疗,296.0,4.59,13.0,88031.0,2578324092.28,5.51,297.68,282.1,282.9,283.0,2.21,0.73,27.37,11.35,358882652624.0,358882364024.0,0.04,-0.33,16.82,-3.64
169,000936,华西股份,8.89,4.59,0.39,689913.0,608006407.55,6.59,9.05,8.49,8.52,8.5,2.4,7.79,64.51,1.53,7876654565.0,7874681003.0,0.0,-0.11,-3.89,76.04
170,688036,传音控股,127.77,4.58,5.59,86904.0,1094755243.0,5.53,127.77,121.01,122.57,122.18,1.71,1.08,19.9,6.37,103054835604.0,103054835604.0,0.42,0.44,-5.93,71.0
171,688416,恒烁股份,60.68,4.57,2.65,15667.0,93556461.0,4.86,60.7,57.88,58.33,58.03,1.11,3.99,-39.14,3.11,5014430090.0,2384380248.0,-0.03,0.45,-5.78,59.64
172,300847,中船汉光,17.72,4.54,0.77,174687.0,304905123.66,6.08,17.74,16.71,16.92,16.95,1.12,5.9,54.32,4.05,5245297200.0,5245297200.0,0.11,0.4,2.72,12.94
173,872895,花溪科技,10.83,4.54,0.47,43930.0,47131577.62,17.37,11.65,9.85,10.36,10.36,1.35,23.62,76.44,2.8,612154920.0,201431502.0,-0.46,0.46,86.08,0.56
174,688272,*ST富吉,19.63,4.53,0.85,12178.0,23882740.0,6.6,20.0,18.76,18.83,18.78,4.25,4.41,-16.75,2.87,1491880000.0,542350419.0,0.1,0.15,7.98,1.19
175,000523,广州浪奇,3.48,4.5,0.15,774947.0,269476300.39,11.41,3.66,3.28,3.33,3.33,5.41,5.63,234.73,4.87,6387430244.0,4791406478.0,0.87,1.16,8.07,-9.38
176,834765,美之高,7.8,4.42,0.33,11060.0,8553289.07,7.23,7.98,7.44,7.59,7.47,1.41,2.51,28.45,1.67,542981743.0,343178901.0,1.56,0.0,41.05,35.89
177,600995,南网储能,10.18,4.41,0.43,302303.0,303884884.0,4.41,10.18,9.75,9.75,9.75,3.59,2.73,29.79,1.57,32535339095.0,11290654726.0,0.1,0.2,4.52,-29.21
178,001283,豪鹏科技,50.24,4.38,2.11,52510.0,261794286.64,7.67,51.47,47.78,48.03,48.13,3.07,9.17,54.78,1.78,4134432423.0,2876293254.0,0.02,0.46,9.74,-2.99
179,870976,视声智能,15.73,4.38,0.66,32713.0,50519951.33,8.1,15.88,14.66,15.35,15.07,1.31,20.61,23.73,3.14,797212130.0,249698020.0,0.32,0.83,40.82,145.78
180,688066,航天宏图,51.76,4.38,2.17,67553.0,344092753.0,6.17,52.31,49.25,49.25,49.59,2.06,2.59,-250.38,5.21,13519344556.0,13519344556.0,0.82,0.31,-7.27,-15.12
181,688676,金盘科技,32.95,4.37,1.38,36057.0,117558655.0,5.61,33.25,31.48,31.48,31.57,1.93,1.88,31.67,4.76,14071507260.0,6327495752.0,-0.06,-0.18,8.93,-8.29
182,002086,*ST东洋,2.87,4.36,0.12,109289.0,30971849.6,4.0,2.88,2.77,2.79,2.75,1.35,1.73,-31.39,-1.78,2170724500.0,1814844500.0,0.0,0.0,9.13,3.24
183,688502,茂莱光学,211.54,4.34,8.79,7537.0,158905921.0,6.18,215.34,202.8,202.8,202.75,1.69,5.91,230.74,9.47,11169312000.0,2700218619.0,-0.17,-0.4,-15.58,206.49
184,002152,广电运通,12.77,4.33,0.53,522045.0,660777099.06,4.98,12.85,12.24,12.25,12.24,2.47,2.1,31.61,2.69,31712799607.0,31696847515.0,0.08,0.16,4.59,31.11
185,688286,敏芯股份,57.17,4.31,2.36,10041.0,56110559.0,5.2,57.21,54.36,54.61,54.81,1.18,1.87,-29.11,2.98,3195093863.0,3063890886.0,0.12,0.3,7.85,15.96
186,000710,贝瑞基因,16.0,4.3,0.66,609436.0,943467576.68,12.26,16.39,14.51,15.02,15.34,0.96,20.0,-31.43,2.61,5656343440.0,4874570800.0,-0.81,-1.17,62.6,40.23
187,300811,铂科新材,54.9,4.29,2.26,64380.0,351299338.1,7.58,56.64,52.65,53.02,52.64,1.48,4.12,43.34,5.99,10914695846.0,8576522579.0,0.26,0.31,26.41,14.54
188,688400,凌云光,26.0,4.29,1.07,110032.0,280862233.0,6.22,26.24,24.69,24.92,24.93,2.4,4.59,65.58,3.01,12051000000.0,6230232762.0,0.54,0.78,2.73,2.32
189,300029,ST天龙,7.31,4.28,0.3,67540.0,49312573.0,8.7,7.56,6.95,6.99,7.01,2.53,3.37,-141.71,66.06,1465702515.0,1464633428.0,-0.41,-0.27,8.78,-8.17
190,688177,百奥泰,44.42,4.27,1.82,57228.0,250989217.0,5.16,44.9,42.7,42.88,42.6,1.5,1.38,-36.1,15.01,18393433600.0,18393433600.0,-0.2,-0.25,62.0,103.95
191,688777,中控技术,44.03,4.24,1.79,181756.0,789576888.0,6.46,44.54,41.81,42.13,42.24,2.2,2.35,37.43,3.67,34604263484.0,34075894722.0,-0.16,0.23,-9.59,-29.12
192,601139,深圳燃气,7.14,4.23,0.29,490709.0,348920781.0,5.55,7.23,6.85,6.85,6.85,5.43,1.71,13.94,1.48,20539855727.0,20539855727.0,0.14,0.28,2.88,11.39
193,300101,振芯科技,24.46,4.22,0.99,140990.0,338140136.15,5.88,24.55,23.17,23.47,23.47,1.0,2.51,72.18,7.71,13808795160.0,13756312928.0,0.0,0.16,9.54,-0.16
194,688062,迈威生物-U,31.54,4.2,1.27,44820.0,140434449.0,5.52,31.69,30.02,30.02,30.27,1.09,2.22,-14.04,4.31,12603384000.0,6372727555.0,0.0,0.1,54.53,118.27
195,603327,福蓉科技,14.46,4.18,0.58,255011.0,361558307.0,13.83,15.22,13.3,13.95,13.88,3.96,3.76,29.99,5.13,9799397400.0,9799397400.0,0.0,-0.21,15.4,19.8
196,301486,致尚科技,46.88,4.18,1.88,47063.0,217417834.78,6.91,47.61,44.5,45.96,45.0,2.89,15.42,79.55,2.41,6032565046.0,1430417515.0,-0.09,-0.09,-8.86,-18.7
197,301188,力诺特玻,17.73,4.17,0.71,100761.0,177246254.58,8.75,18.3,16.81,17.06,17.02,2.76,6.68,57.61,2.86,4120629300.0,2672999746.0,0.17,0.0,38.73,32.12
198,301367,怡和嘉业,114.18,4.17,4.57,11752.0,131028137.1,6.49,114.44,107.33,109.5,109.61,2.09,2.9,20.26,2.63,7307520000.0,4631571030.0,0.44,0.41,-7.62,-47.52
199,688536,思瑞浦,153.99,4.17,6.16,20271.0,305313297.0,4.73,153.99,147.0,147.44,147.83,2.47,1.69,937.13,3.66,20372423961.0,18517706959.0,0.55,0.69,-15.61,-44.04
200,300565,科信技术,16.05,4.15,0.64,126577.0,203164029.48,7.92,16.67,15.45,15.52,15.41,1.38,6.72,-23.09,7.77,3338400000.0,3022085557.0,-0.06,0.0,7.43,-31.0
201,603496,恒为科技,34.79,4.13,1.38,381072.0,1311654485.0,5.66,35.29,33.4,33.48,33.41,0.76,11.9,262.43,8.55,11140079564.0,11140079564.0,0.06,-0.54,83.2,221.83
202,688733,壹石通,31.29,4.13,1.24,65363.0,202726568.0,4.99,31.77,30.27,30.3,30.05,1.26,4.54,303.73,2.79,6250965695.0,4502116217.0,0.45,0.35,17.59,-16.49
203,871478,巨能股份,19.0,4.11,0.75,36627.0,68954897.38,6.19,19.21,18.08,18.49,18.25,0.81,15.92,94.1,5.73,1453102843.0,437000000.0,-0.31,0.32,18.6,-4.95
204,600804,ST鹏博士,4.83,4.09,0.19,265273.0,126330242.0,6.9,4.87,4.55,4.62,4.64,1.96,1.9,61.57,7.03,8005550666.0,6726402702.0,-0.21,-0.62,15.27,50.0
205,600588,用友网络,17.94,4.06,0.7,355299.0,635740124.0,4.7,18.1,17.29,17.29,17.24,2.59,1.04,-44.64,6.08,61328273180.0,61300933517.0,0.06,0.11,3.58,-25.59
206,873570,坤博精工,49.26,4.06,1.92,15438.0,77198570.84,9.78,51.99,47.36,47.96,47.34,0.95,20.06,28.81,5.0,1546779123.0,379188702.0,0.02,0.18,457.87,457.87
207,300442,润泽科技,27.47,4.05,1.07,181534.0,495622744.27,5.49,27.72,26.27,26.5,26.4,2.35,5.06,31.65,5.96,47264268018.0,9856041677.0,0.0,-0.04,7.64,18.71
208,600282,南钢股份,3.86,4.04,0.15,873528.0,330332428.0,4.04,3.86,3.71,3.72,3.71,2.62,1.42,10.72,0.91,23797251302.0,23797251302.0,1.05,1.05,3.76,33.1
209,688111,金山办公,324.3,4.03,12.55,60330.0,1936563053.0,5.15,327.15,311.1,313.85,311.75,2.15,1.31,125.72,15.82,149736874946.0,149736874946.0,-0.74,-0.82,-10.43,22.95
210,001376,百通能源,23.57,4.02,0.91,96895.0,227012134.61,6.09,24.0,22.62,22.75,22.66,1.91,21.02,81.06,10.79,10863413000.0,1086341300.0,0.0,0.3,416.89,416.89
211,871694,中裕科技,17.16,4.0,0.66,12240.0,20926242.89,6.48,17.49,16.42,16.7,16.5,0.99,4.87,14.35,2.44,1755433680.0,431147420.0,0.06,0.35,27.87,-14.11
212,301251,威尔高,38.26,3.97,1.46,48488.0,184056686.23,3.97,38.51,37.05,37.08,36.8,2.09,15.19,50.24,3.63,5150628538.0,1221246153.0,0.03,0.03,-42.89,32.48
213,001306,夏厦精密,97.95,3.95,3.72,30254.0,295252496.23,5.31,99.0,94.0,94.0,94.23,0.85,19.92,80.49,4.7,6072900000.0,1487401310.0,0.0,-0.04,82.64,82.64
214,300118,东方日升,16.6,3.94,0.63,456938.0,750027672.82,4.88,16.73,15.95,16.07,15.97,2.44,4.96,11.09,1.24,18924230126.0,15281350797.0,-0.42,-0.42,-16.29,-32.58
215,873169,七丰精工,7.13,3.94,0.27,29011.0,20593520.14,6.12,7.27,6.85,6.86,6.86,1.27,6.06,24.0,1.91,589755740.0,341448499.0,0.0,0.56,39.8,22.93
216,301366,一博科技,36.06,3.92,1.36,65576.0,244081114.56,11.1,39.55,35.7,37.19,34.7,3.19,11.99,54.43,2.51,5409000036.0,1971525581.0,-0.55,-0.61,-2.41,39.07
217,688138,清溢光电,21.71,3.88,0.81,50544.0,109528526.0,5.12,22.05,20.98,20.98,20.9,0.92,1.89,45.91,4.31,5792228000.0,5792228000.0,0.05,0.09,-4.28,20.08
218,603501,韦尔股份,107.3,3.87,4.0,159176.0,1668806580.0,4.96,107.3,102.18,103.7,103.3,2.24,1.31,265.51,7.31,130423573513.0,130278856179.0,1.89,1.94,15.19,39.33
219,688409,富创精密,80.78,3.87,3.01,24231.0,193938723.0,4.76,81.11,77.41,77.41,77.77,2.35,2.01,95.94,3.63,16887328321.0,9731102842.0,-0.35,-0.37,-12.0,-24.79
220,688300,联瑞新材,56.7,3.87,2.11,27100.0,152801820.0,4.71,57.41,54.84,55.0,54.59,1.15,1.46,63.27,8.11,10531771608.0,10531771608.0,0.02,-0.04,28.69,75.16
221,430425,乐创技术,22.33,3.86,0.83,41511.0,92736019.05,7.77,23.16,21.49,22.46,21.5,1.29,21.9,27.45,3.42,808169973.0,423200773.0,0.13,0.09,83.48,17.53
222,836419,万德股份,10.02,3.83,0.37,31632.0,31584067.17,8.91,10.37,9.51,9.68,9.65,1.4,8.64,18.88,1.82,894366202.0,366671409.0,-0.5,-0.3,-8.99,-8.99
223,603289,泰瑞机器,10.58,3.83,0.39,323535.0,345542300.0,14.52,11.21,9.73,10.4,10.19,8.65,12.29,28.32,2.24,3127103536.0,2784880296.0,0.09,0.09,8.62,19.82
224,300115,长盈精密,12.25,3.81,0.45,323804.0,394784796.23,5.51,12.44,11.79,11.79,11.8,2.46,2.7,7120.72,2.58,14745447378.0,14690475846.0,0.0,-0.08,20.69,18.59
225,837663,明阳科技,12.85,3.8,0.47,41691.0,52932624.93,6.38,12.99,12.2,12.38,12.38,0.85,13.72,22.36,3.99,1326120000.0,390431573.0,0.08,0.08,59.23,61.03
226,688561,奇安信-U,44.65,3.79,1.63,60593.0,265631959.0,3.84,44.65,43.0,43.01,43.02,1.83,1.31,-18.76,3.41,30592946633.0,20703482429.0,1.52,1.52,-16.2,-32.11
227,600491,龙元建设,4.67,3.78,0.17,673930.0,317108892.0,6.89,4.8,4.49,4.51,4.5,4.5,4.41,-9.27,0.62,7143969650.0,7143969650.0,-0.21,-0.43,3.32,-25.76
228,688426,康为世纪,31.88,3.78,1.16,16844.0,54319180.0,9.77,33.42,30.42,30.42,30.72,3.07,4.57,-75.49,2.1,3577814868.0,1175587720.0,-0.09,-0.06,-9.15,9.55
229,688326,经纬恒润-W,127.69,3.77,4.64,9713.0,122687460.0,3.78,127.7,123.05,123.05,123.05,1.67,1.23,-81.96,3.0,15322800000.0,10119591474.0,0.72,0.66,-7.27,-14.47
230,834639,晨光电缆,5.23,3.77,0.19,79787.0,41045498.08,8.33,5.34,4.92,5.09,5.04,1.06,9.04,18.23,1.26,1054368000.0,461852184.0,0.97,1.36,39.47,43.68
231,002881,美格智能,28.68,3.76,1.04,63053.0,178925221.45,4.49,28.98,27.74,27.74,27.64,1.57,3.42,81.91,5.06,7498964877.0,5283948536.0,-0.1,0.1,0.24,7.7
232,835579,机科股份,19.89,3.76,0.72,69595.0,140020299.41,7.2,20.78,19.4,19.66,19.17,0.51,20.09,173.93,5.28,2482272000.0,688898106.0,0.05,0.1,41.16,41.16
233,688361,中科飞测-U,76.88,3.75,2.78,17692.0,134986863.0,4.82,77.5,73.93,74.1,74.1,1.59,2.72,233.2,10.47,24601600000.0,5006455814.0,0.03,0.08,-6.28,225.76
234,430017,星昊医药,15.85,3.73,0.57,63695.0,99446690.24,6.61,15.98,14.97,15.28,15.28,1.03,10.31,20.02,1.31,1942848620.0,979644754.0,-0.06,0.32,57.71,10.45
235,000546,金圆股份,8.35,3.73,0.3,1055237.0,872371439.4,9.19,8.72,7.98,8.21,8.05,1.97,14.83,-64.34,1.36,6502829383.0,5941290772.0,0.0,0.12,13.45,-31.11
236,831195,三祥科技,15.41,3.7,0.55,74478.0,113977770.22,5.65,15.7,14.86,14.91,14.86,0.83,18.99,15.96,2.26,1510642300.0,604518890.0,0.13,0.39,74.72,101.17
237,600745,闻泰科技,44.55,3.7,1.59,318523.0,1405183621.0,4.21,44.82,43.01,43.06,42.96,1.69,2.56,19.78,1.52,55367135159.0,55367135159.0,-0.09,-0.18,-1.81,-15.27
238,000063,中兴通讯,26.1,3.69,0.93,1292807.0,3351592765.43,5.72,26.48,25.04,25.1,25.17,2.04,3.21,11.94,1.88,124842865507.0,105105242228.0,-0.08,-0.04,-21.31,2.51
239,300430,诚益通,15.73,3.69,0.56,56649.0,89469972.87,6.66,16.18,15.17,15.17,15.17,2.45,2.21,25.24,2.05,4297185830.0,4038777354.0,-0.06,0.0,11.96,36.31
240,300017,网宿科技,7.59,3.69,0.27,1552528.0,1181113482.47,6.69,7.76,7.27,7.29,7.32,1.94,6.83,32.59,1.97,18498250051.0,17263170443.0,0.13,0.13,13.45,37.25
241,836149,旭杰科技,6.48,3.68,0.23,39934.0,25873859.51,6.72,6.72,6.3,6.4,6.25,1.33,8.34,57.66,2.7,477951840.0,310229618.0,0.15,0.15,65.73,66.15
242,300298,三诺生物,31.92,3.67,1.13,74008.0,235157520.16,5.78,32.17,30.39,30.72,30.79,2.14,1.63,42.48,6.0,18011350706.0,14534635223.0,-0.16,-0.09,38.18,-4.8
243,831961,创远信科,13.0,3.67,0.46,65251.0,83525450.56,7.74,13.18,12.21,12.61,12.54,1.25,6.19,70.43,2.54,1856926604.0,1370704504.0,0.0,0.46,70.38,21.72
244,688072,拓荆科技,260.99,3.66,9.22,39555.0,1030394812.0,6.72,268.67,251.76,252.0,251.77,2.24,3.84,135.2,11.98,48854357934.0,26902854159.0,-1.88,-2.25,9.73,78.42
245,300678,中科信息,34.83,3.66,1.23,331938.0,1138582806.71,6.1,35.25,33.2,33.7,33.6,1.7,11.69,349.04,12.13,10323134585.0,9892083799.0,-0.03,-0.03,-1.08,218.08
246,301421,波长光电,62.92,3.66,2.22,37707.0,235488354.36,5.11,63.5,60.4,60.41,60.7,1.56,13.74,128.06,6.21,7280976560.0,1726379140.0,0.0,-0.21,-19.54,114.16
247,831834,三维股份,7.09,3.65,0.25,51271.0,35984067.66,5.56,7.18,6.8,6.91,6.84,1.09,15.55,21.95,2.97,850800035.0,233714788.0,0.14,0.42,105.51,125.08
248,872808,曙光数创,45.2,3.65,1.59,45561.0,205089874.98,7.06,46.18,43.1,44.0,43.61,1.2,2.36,282.29,15.45,9040000045.0,8715733121.0,0.02,0.16,29.14,313.16
249,831304,迪尔化工,6.54,3.65,0.23,44806.0,29038412.51,7.45,6.68,6.21,6.39,6.31,1.24,6.96,14.16,2.43,1061363520.0,421064231.0,0.31,0.15,46.64,-21.77
250,300255,常山药业,14.35,3.61,0.5,1086125.0,1559784774.45,11.41,14.98,13.4,13.45,13.85,1.02,11.86,-25.47,4.95,13188523599.0,13142373712.0,-0.42,-0.14,223.2,161.86
251,603009,北特科技,13.5,3.61,0.47,242429.0,322377205.0,6.83,13.76,12.87,12.88,13.03,0.74,7.16,126.03,2.83,4842856202.0,4568521095.0,0.0,-0.37,90.14,127.27
252,688596,正帆科技,42.59,3.6,1.48,41584.0,174463245.0,4.11,42.59,40.9,41.0,41.11,1.42,1.49,33.0,4.21,11903779572.0,11903779572.0,1.82,1.48,16.08,25.45
253,688235,百济神州-U,162.1,3.6,5.63,38890.0,624565053.0,5.66,163.88,155.03,156.36,156.47,2.63,3.52,-42.45,8.04,219500552449.0,17904439081.0,0.19,0.07,28.91,22.39
254,002929,润建股份,44.65,3.6,1.55,155683.0,690004978.44,6.1,45.53,42.9,42.96,43.1,0.99,7.6,23.12,2.14,12337668399.0,9140519303.0,0.0,-0.07,14.37,14.46
255,002395,双象股份,12.97,3.59,0.45,231050.0,296990348.6,4.95,13.14,12.52,12.59,12.52,1.59,8.61,55.59,3.84,3478670730.0,3478670730.0,0.0,0.31,18.34,33.3
256,600584,长电科技,29.75,3.59,1.03,338885.0,999989801.0,3.59,29.86,28.83,28.87,28.72,2.24,1.89,40.99,2.06,53211369584.0,53211369584.0,0.51,0.37,-8.49,30.2
257,603605,珀莱雅,103.0,3.58,3.56,19439.0,197622390.0,4.5,103.48,99.01,99.01,99.44,1.28,0.49,41.1,10.52,40883637045.0,40675242089.0,0.08,0.26,-4.03,-13.18
258,833394,民士达,17.4,3.57,0.6,30723.0,52856976.58,7.08,17.79,16.6,16.6,16.8,1.08,7.26,29.86,4.07,2544750000.0,736194000.0,0.23,0.06,20.42,-13.35
259,603666,亿嘉和,32.8,3.57,1.13,69235.0,230282708.0,6.13,34.36,32.42,32.42,31.67,1.52,3.35,-58.72,2.94,6772898765.0,6772898765.0,0.0,0.34,3.4,3.18
260,836414,欧普泰,12.8,3.56,0.44,24908.0,31653458.93,6.23,13.17,12.4,12.9,12.36,1.1,6.31,22.05,2.78,853421491.0,505370522.0,1.35,1.27,48.66,25.98
261,833346,威贸电子,13.1,3.56,0.45,80373.0,109883581.86,13.2,14.77,13.1,14.72,12.65,0.9,28.32,27.77,2.51,1056942099.0,371726949.0,-0.15,-0.61,90.41,95.23
262,873223,荣亿精密,4.68,3.54,0.16,95117.0,43785776.14,7.52,4.75,4.41,4.6,4.52,0.92,11.87,-22.6,2.45,736093800.0,375166350.0,0.43,0.43,67.74,45.79
263,600105,永鼎股份,5.85,3.54,0.2,482668.0,280552791.0,4.42,5.9,5.65,5.66,5.65,1.77,3.49,70.83,2.72,8216891847.0,8079587667.0,0.0,0.0,-3.15,71.55
264,688141,杰华特,32.55,3.53,1.11,19684.0,63902543.0,5.79,33.26,31.44,31.44,31.44,1.48,3.76,-29.98,5.14,14545944000.0,1702577486.0,-0.15,-0.15,-0.21,-31.47
265,688213,思特威-W,56.72,3.52,1.93,77278.0,426840093.0,4.6,56.72,54.2,54.99,54.79,2.31,2.42,-259.89,6.15,22688567200.0,18128409713.0,1.92,2.55,21.46,46.19
266,833454,同心传动,8.24,3.52,0.28,57042.0,46112112.94,7.29,8.29,7.71,7.95,7.96,1.05,9.51,41.51,2.88,866024000.0,494337170.0,0.24,0.49,54.02,43.06
267,601869,长飞光纤,30.11,3.51,1.02,67238.0,200102297.0,4.4,30.27,28.99,29.29,29.09,4.05,1.65,19.44,2.0,22820522802.0,12234846635.0,0.07,0.13,-7.78,-6.4
268,836260,中寰股份,7.99,3.5,0.27,28745.0,22776467.97,6.09,8.1,7.63,7.66,7.72,1.24,7.02,20.05,2.06,827364500.0,327307306.0,0.0,0.5,55.75,56.05
269,688475,萤石网络,46.8,3.49,1.58,19081.0,88580654.0,2.94,46.9,45.57,45.82,45.22,1.09,2.13,49.18,5.16,26325000000.0,4193360215.0,-0.11,0.11,-3.51,82.6
270,001309,德明利,88.0,3.47,2.95,13281.0,116062934.6,4.4,88.45,84.71,84.8,85.05,1.05,1.98,-67.22,9.94,9965806400.0,5902649104.0,-0.12,-0.17,7.19,132.99
271,002439,启明星辰,27.81,3.46,0.93,168538.0,464883326.24,5.1,28.0,26.63,26.8,26.88,1.4,2.33,81.54,3.5,26244273695.0,20145912626.0,0.04,0.04,0.07,7.46
272,838924,广脉科技,11.08,3.45,0.37,38047.0,41742420.06,9.43,11.42,10.41,10.43,10.71,1.62,7.75,40.52,3.43,919640000.0,543608190.0,0.0,0.0,77.56,94.73
273,600938,中国海油,20.07,3.45,0.67,448325.0,890654638.0,3.45,20.07,19.4,19.41,19.4,1.68,1.58,7.33,1.48,954664953159.0,57035966690.0,0.4,0.35,4.64,43.56
274,600698,湖南天雁,6.0,3.45,0.2,724570.0,419506356.0,9.48,6.15,5.6,5.76,5.8,0.76,8.73,1121.49,8.42,6436680192.0,4981006926.0,0.0,0.0,33.04,29.03
