序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1623,301285,鸿日达,15.21,0.0,0.0,24111.0,37075041.1,3.02,15.63,15.17,15.17,15.21,0.87,3.34,96.49,2.96,3143450700.0,1098311180.0,0.0,-0.13,-1.36,15.75
1624,301266,宇邦新材,40.15,0.0,0.0,12188.0,49309897.77,1.72,40.79,40.1,40.29,40.15,0.55,3.25,26.62,2.82,4175600000.0,1505625000.0,0.02,-0.07,-23.57,-46.76
1625,301180,万祥科技,17.51,0.0,0.0,13927.0,24578937.0,2.91,17.9,17.39,17.51,17.51,0.64,2.41,161.01,5.26,7004175100.0,1013233695.0,0.06,0.0,2.82,6.77
1626,300953,震裕科技,57.02,0.0,0.0,7954.0,45279400.0,1.44,57.38,56.56,56.88,57.02,0.27,1.75,80.15,2.39,5860678107.0,2598971600.0,0.04,-0.11,-8.64,-30.93
1627,300802,矩子科技,19.11,0.0,0.0,24255.0,46550519.4,2.3,19.44,19.0,19.2,19.11,0.88,1.27,63.56,3.31,5528438056.0,3637905974.0,0.0,-0.05,-4.97,4.88
1628,300796,贝斯美,15.42,0.0,0.0,21153.0,32595651.21,1.95,15.61,15.31,15.42,15.42,0.51,0.59,52.97,3.35,5568823086.0,5568823086.0,0.0,0.26,19.91,38.17
1629,300607,拓斯达,15.72,0.0,0.0,101837.0,161956157.51,3.12,16.15,15.66,15.71,15.72,0.75,3.57,38.89,2.81,6678330524.0,4483740160.0,-0.38,-0.32,5.01,8.56
1630,300538,同益股份,18.76,0.0,0.0,48468.0,91055567.8,2.93,19.1,18.55,18.72,18.76,0.9,4.24,116.81,3.2,3412792429.0,2144576114.0,0.05,0.05,-9.63,81.08
1631,300526,中潜退,,,,,,,,,,0.56,,0.0,,,,,,,0.0,-95.62
1632,300469,信息发展,16.91,0.0,0.0,66836.0,112297895.68,3.73,17.13,16.5,16.96,16.91,0.73,2.84,-47.62,6.03,4197718514.0,3981442252.0,0.0,0.18,-10.86,38.38
1633,300457,赢合科技,17.81,0.0,0.0,97425.0,173908802.2,1.46,17.98,17.72,17.9,17.81,0.82,1.86,16.99,1.89,11568271121.0,9349142450.0,-0.22,-0.34,-12.52,2.06
1634,300431,暴风退,,,,,,,,,,0.28,,0.0,,,,,,,0.0,0.0
1635,300393,中来股份,10.17,0.0,0.0,69521.0,71019986.28,1.57,10.33,10.17,10.23,10.17,0.83,0.73,17.19,2.5,11081510231.0,9700486309.0,-0.1,-0.2,-12.33,-31.19
1636,300392,腾信退,,,,,,,,,,0.21,,0.0,,,,,,,0.0,-94.34
1637,300372,欣泰退,,,,,,,,,,1.48,,0.0,,,,,,,0.0,0.0
1638,300367,网力退,,,,,,,,,,0.29,,0.0,,,,,,,0.0,0.0
1639,300362,天翔退,,,,,,,,,,1.34,,0.0,,,,,,,0.0,0.0
1640,300356,光一退,,,,,,,,,,1.69,,0.0,,,,,,,0.0,-67.37
1641,300336,新文退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,-82.27
1642,300330,计通退,,,,,,,,,,2.45,,0.0,,,,,,,0.0,-54.8
1643,300325,德威退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1644,300312,邦讯退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1645,300309,吉艾退,,,,,,,,,,0.23,,0.0,,,,,,,0.0,-83.92
1646,300297,蓝盾退,,,,,,,,,,0.23,,0.0,,,,,,,0.0,-81.6
1647,300273,和佳退,,,,,,,,,,0.38,,0.0,,,,,,,0.0,-81.19
1648,300216,千山退,,,,,,,,,,0.19,,0.0,,,,,,,0.0,0.0
1649,300202,聚龙退,,,,,,,,,,0.5,,0.0,,,,,,,0.0,0.0
1650,300186,大华农,,,,,,,,,,45.72,,0.0,,,,,,,0.0,0.0
1651,300181,佐力药业,9.85,0.0,0.0,88778.0,87609165.31,1.12,9.93,9.82,9.85,9.85,0.69,1.48,18.06,2.59,6908665250.0,5920651376.0,-0.1,0.1,-0.91,-5.01
1652,300178,腾邦退,,,,,,,,,,0.2,,0.0,,,,,,,0.0,0.0
1653,300156,神雾退,,,,,,,,,,0.12,,0.0,,,,,,,0.0,0.0
1654,300128,锦富技术,4.52,0.0,0.0,154970.0,70886606.4,2.65,4.64,4.52,4.53,4.52,0.84,1.42,-44.38,4.59,5872001662.0,4944241604.0,0.0,-0.22,2.73,29.89
1655,300109,新开源,18.79,0.0,0.0,29743.0,56079374.77,2.29,19.14,18.71,18.79,18.79,0.77,1.04,11.23,1.75,6061688517.0,5358005779.0,-0.11,-0.05,-7.16,-20.72
1656,300104,乐视退,,,,,,,,,,0.18,,0.0,,,,,,,0.0,0.0
1657,300090,盛运退,,,,,,,,,,0.12,,0.0,,,,,,,0.0,0.0
1658,300089,文化退,,,,,,,,,,0.19,,0.0,,,,,,,0.0,-91.16
1659,300077,国民技术,11.54,0.0,0.0,86093.0,99630131.0,2.51,11.72,11.43,11.55,11.54,1.23,1.52,-14.65,4.72,6864465140.0,6532412026.0,0.0,0.09,-7.16,-17.28
1660,300064,金刚退,,,,,,,,,,1.32,,0.0,,,,,,,0.0,0.0
1661,300048,合康新能,5.07,0.0,0.0,56435.0,28617875.08,1.58,5.12,5.04,5.08,5.07,0.68,0.51,-119.96,3.04,5646656005.0,5628933440.0,0.0,0.2,-3.06,4.32
1662,300038,数知退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1663,300028,金亚退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1664,300027,华谊兄弟,2.87,0.0,0.0,1406298.0,407114354.7,7.32,3.0,2.79,2.83,2.87,1.42,5.82,-21.19,7.82,7962831988.0,6938977781.0,0.0,0.0,-6.51,3.24
1665,300023,宝德退,,,,,,,,,,1.09,,0.0,,,,,,,0.0,0.0
1666,300007,汉威科技,17.97,0.0,0.0,162394.0,298066482.83,4.62,18.8,17.97,18.28,17.97,1.54,5.76,38.08,2.06,5863121407.0,5067498705.0,-0.5,-0.44,9.84,7.09
1667,002958,青农商行,2.65,0.0,0.0,284654.0,75494349.6,0.75,2.66,2.64,2.65,2.65,1.29,0.58,3.62,0.45,14722381128.0,12964678258.0,0.0,0.0,-4.33,-8.3
1668,002936,郑州银行,2.05,0.0,0.0,219793.0,45132722.5,0.49,2.06,2.05,2.05,2.05,1.11,0.33,5.08,0.43,18638787284.0,13732349252.0,0.0,0.0,-3.76,-4.21
1669,002903,宇环数控,21.41,0.0,0.0,58313.0,125935505.17,4.62,22.29,21.3,21.41,21.41,0.78,5.86,65.84,4.07,3337283750.0,2131982087.0,-0.05,-0.05,10.3,7.91
1670,002886,沃特股份,18.62,0.0,0.0,31872.0,59512260.4,2.26,18.92,18.5,18.64,18.62,0.86,1.86,238.95,2.77,4900850380.0,3198275993.0,0.0,0.0,2.08,12.37
1671,002835,同为股份,17.51,0.0,0.0,28001.0,49291742.0,2.17,17.83,17.45,17.61,17.51,1.2,2.2,32.38,3.92,3843338732.0,2228734120.0,-0.11,-0.28,0.57,70.0
1672,002816,*ST和科,11.68,0.0,0.0,3292.0,3830554.4,1.63,11.71,11.52,11.68,11.68,0.56,0.33,-49.99,3.64,1168000000.0,1168000000.0,0.0,0.17,9.36,-7.38
1673,002807,江阴银行,3.56,0.0,0.0,164748.0,58726055.5,0.84,3.58,3.55,3.55,3.56,1.26,0.76,5.49,0.53,7732507644.0,7722193851.0,0.0,0.0,-5.32,-6.07
1674,002781,奇信退,,,,,,,,,,0.42,,0.0,,,,,,,0.0,-93.63
1675,002770,科迪退,,,,,,,,,,0.6,,0.0,,,,,,,0.0,0.0
1676,002751,易尚退,,,,,,,,,,0.86,,0.0,,,,,,,0.0,-89.71
1677,002740,*ST爱迪,1.22,0.0,0.0,176221.0,21967957.0,4.92,1.27,1.21,1.21,1.22,0.7,4.27,-1.96,-0.71,553954514.0,503880636.0,-0.81,-0.81,-56.12,-60.0
1678,002739,万达电影,,,,,,,,,,12.45,,0.0,18.25,3.36,27133141685.0,26242591753.0,,,-4.96,-11.07
1679,002736,国信证券,8.94,0.0,0.0,1209964.0,1071005066.7,3.24,9.0,8.71,8.95,8.94,4.77,1.32,13.22,1.09,85935118630.0,81701245755.0,0.56,0.45,-3.04,3.83
1680,002729,好利科技,21.3,0.0,0.0,54087.0,115680200.15,3.19,21.79,21.11,21.14,21.3,1.02,3.08,167.58,7.99,3897259296.0,3737377044.0,-0.23,0.0,14.95,-15.91
1681,002711,欧浦退,,,,,,,,,,0.32,,0.0,,,,,,,0.0,0.0
1682,002699,*ST美盛,1.65,0.0,0.0,150715.0,24951677.0,1.82,1.67,1.64,1.65,1.65,0.74,1.66,23.72,1.19,1500794996.0,1500600709.0,0.0,0.0,-5.71,-50.15
1683,002684,猛狮退,,,,,,,,,,0.69,,0.0,,,,,,,0.0,0.0
1684,002680,长生退,,,,,,,,,,0.77,,0.0,,,,,,,0.0,0.0
1685,002625,光启技术,13.47,0.0,0.0,74919.0,100956084.65,1.26,13.58,13.41,13.5,13.47,0.96,0.42,48.66,3.34,29022298501.0,23939175087.0,0.0,0.0,-7.74,-20.86
1686,002619,*ST艾格,,,,,,,,,,0.56,,0.0,,,,,,,0.0,0.0
1687,002618,丹邦退,,,,,,,,,,1.26,,0.0,,,,,,,0.0,0.0
1688,002604,龙力退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1689,002600,领益智造,6.49,0.0,0.0,544897.0,355019959.0,2.62,6.61,6.44,6.49,6.49,0.98,0.79,18.25,2.52,45483074045.0,44725858390.0,0.0,0.15,9.44,47.84
1690,002586,*ST围海,3.49,0.0,0.0,41691.0,14582172.0,2.29,3.54,3.46,3.5,3.49,0.74,0.46,-34.41,1.08,3993340762.0,3130384464.0,0.0,0.0,25.99,-26.06
1691,002509,天茂退,,,,,,,,,,0.15,,0.0,,,,,,,0.0,0.0
1692,002504,*ST弘高,,,,,,,,,,0.38,,0.0,,,,,,,0.0,-76.4
1693,002503,*ST搜特,,,,,,,,,,0.42,,0.0,,,,,,,0.0,-67.19
1694,002499,科林退,,,,,,,,,,0.86,,0.0,,,,,,,0.0,-71.9
1695,002477,雏鹰退,,,,,,,,,,0.17,,0.0,,,,,,,0.0,0.0
1696,002473,圣莱退,,,,,,,,,,0.79,,0.0,,,,,,,0.0,0.0
1697,002464,众应退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1698,002450,康得退,,,,,,,,,,0.2,,0.0,,,,,,,0.0,0.0
1699,002447,晨鑫退,,,,,,,,,,0.19,,0.0,,,,,,,0.0,0.0
1700,002417,深南退,,,,,,,,,,0.45,,0.0,,,,,,,0.0,-93.08
1701,002411,必康退,,,,,,,,,,0.62,,0.0,,,,,,,0.0,-91.09
1702,002382,蓝帆医疗,6.99,0.0,0.0,78905.0,55298368.04,1.57,7.07,6.96,7.05,6.99,1.46,0.79,-14.85,0.72,7039647635.0,7000594757.0,0.0,0.0,7.21,-5.41
1703,002359,北讯退,,,,,,,,,,0.35,,0.0,,,,,,,0.0,0.0
1704,002354,天娱数科,5.68,0.0,0.0,846451.0,477508922.63,3.17,5.73,5.55,5.68,5.68,0.98,5.23,519.5,3.7,9398047458.0,9192347178.0,0.53,0.71,-1.05,45.27
1705,002322,理工能科,13.32,0.0,0.0,125910.0,166722669.0,4.05,13.48,12.94,13.27,13.32,0.71,3.5,28.3,1.57,5050250960.0,4791466124.0,0.15,0.15,35.23,50.0
1706,002319,乐通股份,13.41,0.0,0.0,19795.0,26289081.0,1.86,13.43,13.18,13.41,13.41,0.64,0.99,927.38,34.43,2682000000.0,2682000000.0,0.9,1.21,-20.46,14.42
1707,002266,浙富控股,3.54,0.0,0.0,112947.0,40138971.66,0.85,3.57,3.54,3.55,3.54,0.78,0.23,14.11,1.68,18564438494.0,17334626713.0,-0.28,0.0,-8.76,-8.05
1708,002260,德奥退,,,,,,,,,,0.53,,0.0,,,,,,,0.0,0.0
1709,002220,天宝退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1710,002147,新光退,,,,,,,,,,0.37,,0.0,,,,,,,0.0,0.0
1711,002143,印纪退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1712,002118,*ST紫鑫,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-84.12
1713,002113,*ST天润,,,,,,,,,,0.41,,0.0,,,,,,,0.0,-68.94
1714,002075,沙钢股份,3.92,0.0,0.0,96241.0,37817826.8,1.02,3.95,3.91,3.92,3.92,1.12,0.44,38.98,1.33,8599795744.0,8599781926.0,0.0,0.26,-2.97,1.03
1715,002071,长城退,,,,,,,,,,0.31,,0.0,,,,,,,0.0,0.0
1716,002070,众和退,,,,,,,,,,0.71,,0.0,,,,,,,0.0,0.0
1717,002024,ST易购,1.82,0.0,0.0,92933.0,16898476.87,1.1,1.83,1.81,1.82,1.82,0.72,0.12,-4.87,1.28,16944272172.0,14346043790.0,0.55,0.0,-6.19,-19.47
1718,002018,华信退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1719,002013,中航机电,,,,,,,,,,10.78,,0.0,,,,,,,0.0,7.26
1720,002008,大族激光,21.12,0.0,0.0,76756.0,162970955.81,1.56,21.45,21.12,21.13,21.12,1.04,0.78,26.35,1.38,22222163695.0,20683275212.0,-0.09,-0.14,-6.88,-17.01
1721,002005,ST德豪,1.35,0.0,0.0,44155.0,5942342.0,2.22,1.36,1.33,1.35,1.35,1.39,0.25,-8.7,2.86,2365773558.0,2365773558.0,0.0,0.75,-3.57,-8.78
1722,001358,兴欣新材,,,,,,,,,,,,0.0,,,,,,,,
1723,001286,陕西能源,8.62,0.0,0.0,259847.0,224703241.74,1.39,8.7,8.58,8.58,8.62,2.2,3.46,11.04,1.4,32325000000.0,6465000000.0,0.12,0.12,-8.49,-6.81
1724,001239,永达股份,,,,,,,,,,12.05,,0.0,35.15,5.19,2892000000.0,575826590.0,,,0.0,0.0
1725,000979,中弘退,,,,,,,,,,0.22,,0.0,,,,,,,0.0,0.0
1726,000976,ST华铁,1.91,0.0,0.0,93767.0,17994369.0,1.57,1.94,1.91,1.92,1.91,0.94,0.59,40.8,0.97,3047746500.0,3045676095.0,-0.52,-0.52,-4.02,-47.96
1727,000968,蓝焰控股,7.52,0.0,0.0,100225.0,75888902.72,1.6,7.64,7.52,7.54,7.52,1.2,1.04,12.93,1.3,7275620003.0,7275620003.0,-0.27,-0.13,-4.08,-12.86
1728,000958,电投产融,4.06,0.0,0.0,76947.0,31340021.12,0.99,4.09,4.05,4.05,4.06,1.12,0.14,22.87,1.16,21856679191.0,21856587841.0,0.0,-0.25,-3.56,-7.73
1729,000956,中原油气,,,,,,,,,,11.91,,0.0,,,,,,,0.0,0.0
1730,000939,凯迪退,,,,,,,,,,0.15,,0.0,,,,,,,0.0,0.0
1731,000927,中国铁物,2.61,0.0,0.0,203456.0,53123527.03,1.53,2.63,2.59,2.61,2.61,1.02,0.34,22.41,1.77,15791423003.0,15492782778.0,0.0,0.38,-4.04,-6.45
1732,000918,*ST嘉凯,,,,,,,,,,0.49,,0.0,,,,,,,0.0,-77.31
1733,000916,华北高速,,,,,,,,,,8.82,,0.0,,,,,,,0.0,0.0
1734,000866,扬子石化,,,,,,,,,,13.84,,0.0,,,,,,,0.0,0.0
1735,000835,长动退,,,,,,,,,,0.35,,0.0,,,,,,,0.0,0.0
1736,000832,*ST龙涤,,,,,,,,,,1.45,,0.0,,,,,,,0.0,0.0
1737,000827,*ST长兴,,,,,,,,,,1.16,,0.0,,,,,,,0.0,0.0
1738,000823,超声电子,9.44,0.0,0.0,51654.0,49155073.0,2.33,9.63,9.41,9.51,9.44,1.07,0.96,29.24,1.14,5069179020.0,5068678040.0,-0.11,-0.11,3.17,2.72
1739,000817,辽河油田,,,,,,,,,,8.75,,0.0,,,,,,,0.0,0.0
1740,000806,银河退,,,,,,,,,,0.43,,0.0,,,,,,,0.0,-75.57
1741,000805,*ST炎黄,,,,,,,,,,1.88,,0.0,,,,,,,0.0,0.0
1742,000791,甘肃能源,5.83,0.0,0.0,120867.0,70832332.61,1.37,5.9,5.82,5.84,5.83,1.08,0.76,12.53,1.07,9331151319.0,9331059497.0,0.17,0.0,5.81,11.69
1743,000787,*ST创智,,,,,,,,,,4.68,,0.0,,,,,,,0.0,0.0
1744,000780,ST平能,,,,,,,,,,10.95,,0.0,,,,,,,0.0,0.0
1745,000769,*ST大菲,,,,,,,,,,0.9,,0.0,,,,,,,0.0,0.0
1746,000765,*ST华信,,,,,,,,,,2.36,,0.0,,,,,,,0.0,0.0
1747,000763,锦州石化,,,,,,,,,,4.22,,0.0,,,,,,,0.0,0.0
1748,000760,斯太退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1749,000748,长城信息,,,,,,,,,,20.31,,0.0,,,,,,,0.0,0.0
1750,000732,ST泰禾,,,,,,,,,,0.43,,0.0,,,,,,,0.0,-68.38
1751,000730,*ST环保,,,,,,,,,,2.6,,0.0,,,,,,,0.0,0.0
1752,000717,中南股份,2.78,0.0,0.0,476630.0,132609186.29,2.16,2.81,2.75,2.78,2.78,2.62,1.97,-48.18,0.75,6738290740.0,6737499483.0,0.36,0.0,-3.81,-1.42
1753,000709,河钢股份,2.17,0.0,0.0,419907.0,91253743.08,0.92,2.18,2.16,2.17,2.17,1.25,0.41,20.9,0.44,22431552770.0,22427844741.0,0.46,0.46,-4.82,-2.25
1754,000699,S*ST佳纸,,,,,,,,,,0.81,,0.0,,,,,,,0.0,0.0
1755,000693,华泽退,,,,,,,,,,0.37,,0.0,,,,,,,0.0,0.0
1756,000692,*ST惠天,2.88,0.0,0.0,103251.0,30085762.2,3.82,2.97,2.86,2.89,2.88,1.65,1.94,-2.19,-0.64,1534558971.0,1534540179.0,0.35,0.35,6.27,-15.29
1757,000689,ST宏业,,,,,,,,,,4.88,,0.0,,,,,,,0.0,0.0
1758,000687,华讯退,,,,,,,,,,0.29,,0.0,,,,,,,0.0,0.0
1759,000675,ST银山,,,,,,,,,,7.94,,0.0,,,,,,,0.0,0.0
1760,000673,当代退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1761,000671,ST阳光城,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-80.32
1762,000669,ST金鸿,2.22,0.0,0.0,185065.0,41166643.4,2.25,2.25,2.2,2.23,2.22,0.56,2.72,-69.4,3.34,1510507529.0,1510507529.0,-0.45,0.45,17.46,32.14
1763,000667,ST美置,,,,,,,,,,0.58,,0.0,,,,,,,0.0,-58.57
1764,000666,经纬纺机,,,,,,,,,,8.97,,0.0,,,,,,,0.0,-10.03
1765,000662,天夏退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1766,000660,*ST南华,,,,,,,,,,2.38,,0.0,,,,,,,0.0,0.0
1767,000658,ST海洋,,,,,,,,,,4.24,,0.0,,,,,,,0.0,0.0
1768,000653,ST九州,,,,,,,,,,2.51,,0.0,,,,,,,0.0,0.0
1769,000630,铜陵有色,3.03,0.0,0.0,577847.0,175172132.25,0.99,3.05,3.02,3.03,3.03,0.65,0.55,11.17,1.2,38381040261.0,31894937615.0,0.0,0.0,-9.01,-1.3
1770,000621,*ST比特,,,,,,,,,,2.66,,0.0,,,,,,,0.0,0.0
1771,000618,吉林化工,,,,,,,,,,5.24,,0.0,,,,,,,0.0,0.0
1772,000616,*ST海投,,,,,,,,,,0.85,,0.0,,,,,,,0.0,-53.55
1773,000613,东海A退,,,,,,,,,,0.58,,0.0,,,,,,,0.0,0.0
1774,000611,天首退,,,,,,,,,,1.39,,0.0,,,,,,,0.0,0.0
1775,000606,顺利退,,,,,,,,,,0.28,,0.0,,,,,,,0.0,-85.93
1776,000602,金马集团,,,,,,,,,,13.41,,0.0,,,,,,,0.0,0.0
1777,000594,国恒退,,,,,,,,,,1.29,,0.0,,,,,,,0.0,0.0
1778,000588,PT粤金曼,,,,,,,,,,4.37,,0.0,,,,,,,0.0,0.0
1779,000587,*ST金洲,,,,,,,,,,0.72,,0.0,,,,,,,0.0,-22.58
1780,000585,东电退,,,,,,,,,,0.35,,0.0,,,,,,,0.0,0.0
1781,000583,S*ST托普,,,,,,,,,,0.76,,0.0,,,,,,,0.0,0.0
1782,000578,盐湖集团,,,,,,,,,,24.44,,0.0,,,,,,,0.0,0.0
1783,000569,长城股份,,,,,,,,,,7.05,,0.0,,,,,,,0.0,0.0
1784,000562,宏源证券,,,,,,,,,,30.5,,0.0,,,,,,,0.0,0.0
1785,000559,万向钱潮,5.37,0.0,0.0,316526.0,169703250.63,4.28,5.46,5.23,5.37,5.37,2.09,0.96,21.95,2.11,17741359517.0,17740491967.0,-0.19,-0.19,3.67,16.74
1786,000556,PT南洋,,,,,,,,,,1.5,,0.0,,,,,,,0.0,0.0
1787,000549,S湘火炬,,,,,,,,,,8.9,,0.0,,,,,,,0.0,0.0
1788,000542,TCL通讯,,,,,,,,,,27.34,,0.0,,,,,,,0.0,0.0
1789,000540,*ST中天,,,,,,,,,,0.4,,0.0,,,,,,,0.0,-73.51
1790,000535,*ST猴王,,,,,,,,,,0.5,,0.0,,,,,,,0.0,0.0
1791,000531,穗恒运Ａ,6.9,0.0,0.0,72553.0,50312377.4,1.74,6.99,6.87,6.95,6.9,1.02,0.88,14.59,1.09,5672485750.0,5672485750.0,-0.29,0.0,7.31,12.93
1792,000527,美的电器,,,,,,,,,,14.02,,0.0,,,,,,,0.0,0.0
1793,000522,白云山A,,,,,,,,,,23.27,,0.0,,,,,,,0.0,0.0
1794,000515,攀渝钛业,,,,,,,,,,15.29,,0.0,,,,,,,0.0,0.0
1795,000511,烯碳退,,,,,,,,,,0.61,,0.0,,,,,,,0.0,0.0
1796,000508,琼民源A,,,,,,,,,,,,0.0,,,,,,,,
1797,000503,国新健康,14.0,0.0,0.0,231407.0,328067414.58,3.93,14.48,13.93,14.0,14.0,0.71,2.57,-87.42,20.9,12652680152.0,12582919048.0,-0.5,-0.28,27.04,37.8
1798,000502,绿景退,,,,,,,,,,0.59,,0.0,,,,,,,0.0,0.0
1799,000488,晨鸣纸业,3.93,0.0,0.0,103842.0,40769124.73,1.02,3.95,3.91,3.94,3.93,0.97,0.62,-11.34,0.68,11620275876.0,6624188301.0,0.26,0.26,-12.86,-21.08
1800,000418,小天鹅A,,,,,,,,,,57.39,,0.0,,,,,,,0.0,0.0
1801,000412,ST五环,,,,,,,,,,2.89,,0.0,,,,,,,0.0,0.0
1802,000406,石油大明,,,,,,,,,,10.12,,0.0,,,,,,,0.0,0.0
1803,000405,ST鑫光,,,,,,,,,,2.86,,0.0,,,,,,,0.0,0.0
1804,000150,*ST宜康,,,,,,,,,,0.51,,0.0,,,,,,,0.0,-61.65
1805,000096,广聚能源,11.04,0.0,0.0,48163.0,53120722.0,2.36,11.18,10.92,11.04,11.04,0.84,0.94,72.62,2.22,5829120000.0,5639761920.0,0.09,0.55,24.32,38.17
1806,000047,ST中侨,,,,,,,,,,8.03,,0.0,,,,,,,0.0,0.0
1807,000038,大通退,,,,,,,,,,0.52,,0.0,,,,,,,0.0,-87.56
1808,000033,新都退,,,,,,,,,,1.7,,0.0,,,,,,,0.0,0.0
1809,000024,招商地产,,,,,,,,,,40.5,,0.0,,,,,,,0.0,0.0
1810,000018,神城A退,,,,,,,,,,0.27,,0.0,,,,,,,0.0,0.0
1811,000015,PT中浩A,,,,,,,,,,6.85,,0.0,,,,,,,0.0,0.0
1812,000013,*ST石化A,,,,,,,,,,2.47,,0.0,,,,,,,0.0,0.0
1813,000003,PT金田A,,,,,,,,,,2.71,,0.0,,,,,,,0.0,0.0
1814,688333,铂力特,107.98,-0.02,-0.02,21157.0,227764164.0,3.52,109.8,106.0,107.78,108.0,1.32,1.32,337.35,10.51,17302772969.0,17302772969.0,-0.02,1.02,-9.17,5.96
1815,300965,恒宇信通,53.69,-0.02,-0.01,4372.0,23584781.31,2.29,54.44,53.21,53.21,53.7,0.84,2.66,775.02,2.34,3221400000.0,882059588.0,0.04,0.22,3.59,24.31
1816,301310,鑫宏业,48.58,-0.02,-0.01,13114.0,63994260.28,2.26,49.46,48.36,48.62,48.59,0.55,5.62,29.52,2.1,4717049988.0,1134208628.0,0.0,0.06,-10.73,-27.25
1817,301095,广立微,80.02,-0.02,-0.02,23275.0,186944575.49,4.5,81.6,78.0,78.02,80.04,1.49,2.08,235.18,5.05,16004000000.0,8955505197.0,-0.01,-0.3,-4.51,-9.71
1818,688768,容知日新,37.15,-0.03,-0.01,8525.0,31952292.0,2.8,38.07,37.03,37.46,37.16,0.75,1.72,-138.97,4.14,3032407683.0,1843244988.0,0.11,0.0,-29.22,-51.09
1819,688448,磁谷科技,35.6,-0.03,-0.01,17745.0,62322807.0,3.99,36.1,34.68,35.61,35.61,1.61,5.45,100.34,2.73,2536895160.0,1158948566.0,0.0,0.0,4.06,54.38
1820,002983,芯瑞达,29.97,-0.03,-0.01,26259.0,79301376.08,2.6,30.58,29.8,30.1,29.98,1.11,2.47,30.85,4.52,5568665760.0,3181581484.0,-0.17,-0.03,17.71,76.61
1821,600763,通策医疗,74.41,-0.04,-0.03,84349.0,624522673.0,2.07,74.9,73.36,74.35,74.44,1.85,2.63,34.97,6.25,23858822400.0,23858822400.0,1.24,1.24,-20.08,-51.36
1822,688552,航天南湖,23.84,-0.04,-0.01,18225.0,43694195.0,2.39,24.33,23.76,23.9,23.85,0.74,2.24,147.32,3.08,8039992320.0,1942447488.0,0.21,0.17,-1.0,13.36
1823,603728,鸣志电器,70.87,-0.04,-0.03,17568.0,124786863.0,2.5,71.85,70.08,71.1,70.9,0.86,0.42,265.97,10.61,29770077420.0,29686202775.0,-0.07,-0.14,7.07,113.08
1824,300741,华宝股份,22.56,-0.04,-0.01,31050.0,69995224.27,1.55,22.7,22.35,22.59,22.57,2.15,0.5,32.39,1.95,13894252800.0,13894188504.0,0.49,0.4,0.67,1.03
1825,301329,信音电子,21.2,-0.05,-0.01,21894.0,46607623.56,2.59,21.55,21.0,21.18,21.21,1.58,5.37,50.58,2.35,3608240000.0,864596908.0,-0.05,-0.09,-8.38,0.95
1826,001223,欧克科技,62.09,-0.05,-0.03,3350.0,20786049.6,1.46,62.53,61.62,61.99,62.12,0.54,2.01,28.92,2.2,4140161200.0,1035661200.0,0.1,0.26,-28.69,3.31
1827,301368,丰立智能,41.17,-0.05,-0.02,34162.0,140415267.32,3.57,41.81,40.34,41.33,41.19,0.56,11.35,125.25,5.07,4944517000.0,1239215106.0,-0.1,-0.07,-13.11,108.14
1828,301292,海科新源,19.54,-0.05,-0.01,21765.0,42383990.29,2.4,19.68,19.21,19.68,19.55,1.38,5.08,51.74,1.37,4356700498.0,838006724.0,-0.05,0.0,-15.08,-2.25
1829,688677,海泰新光,55.77,-0.05,-0.03,16767.0,92789773.0,4.71,56.63,54.0,55.39,55.8,1.42,2.23,43.05,5.32,6783716738.0,4193869478.0,-0.14,0.32,12.03,-30.41
1830,835640,富士达,18.58,-0.05,-0.01,26346.0,49037605.34,4.68,18.97,18.1,18.49,18.59,0.83,1.5,22.12,4.21,3487986240.0,3261401486.0,0.0,-0.21,15.26,17.45
1831,603619,中曼石油,18.46,-0.05,-0.01,27695.0,51511074.0,1.57,18.74,18.45,18.45,18.47,0.7,0.69,8.03,2.51,7384001846.0,7382268452.0,-0.32,-0.22,-14.54,4.41
1832,688211,中科微至,36.17,-0.06,-0.02,3094.0,11267578.0,2.1,36.74,35.98,36.19,36.19,1.22,0.48,-188.12,1.34,4760286607.0,2351364607.0,-0.03,0.0,-3.24,-13.07
